LIFe Code,GN Code,Name in Sinhala,Name in Tamil,Name in English,MPA Code,Province,Province No,Province Sinhala,Province Tamil,Province English,District,Province No,Province Sinhala,Province Tamil,Province English,Divisional Secretariat,Province No,Province Sinhala,Province Tamil,Province English
2-1-34-225,225,________,________,Kandemeeya,385,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,34: __________/ _________/ Hatharaliyadda,34,__________,_________,Hatharaliyadda
2-1-34-230,230,______ _____,______ _____,Alagalla Pahalagama,381,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,34: __________/ _________/ Hatharaliyadda,34,__________,_________,Hatharaliyadda
2-1-34-235,235,______ _____,______ ___,Alagalla Ihala,382,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,34: __________/ _________/ Hatharaliyadda,34,__________,_________,Hatharaliyadda
2-1-34-240,240,________,________,Mudagammana,344,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,34: __________/ _________/ Hatharaliyadda,34,__________,_________,Hatharaliyadda
2-1-34-245,245,_______ _____,_______ _____,Pattapola Ihalagama,342,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,34: __________/ _________/ Hatharaliyadda,34,__________,_________,Hatharaliyadda
2-1-34-250,250,_______ ___,_______ ___,Pattapola Pahala,343,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,34: __________/ _________/ Hatharaliyadda,34,__________,_________,Hatharaliyadda
2-1-34-255,255,_______ _____ ____,_______ _____ ______,Welivita Pahalagama South,353,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,34: __________/ _________/ Hatharaliyadda,34,__________,_________,Hatharaliyadda
2-1-34-260,260,__________,____________,Andiyathenna,357,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,34: __________/ _________/ Hatharaliyadda,34,__________,_________,Hatharaliyadda
2-1-34-265,265,______,______,Kolugala,354,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,34: __________/ _________/ Hatharaliyadda,34,__________,_________,Hatharaliyadda
2-1-34-270,270,______ ___,______ ___,Kolugala Pahala,355,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,34: __________/ _________/ Hatharaliyadda,34,__________,_________,Hatharaliyadda
2-1-34-275,275,_________,___________,Kithuldora,356,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,34: __________/ _________/ Hatharaliyadda,34,__________,_________,Hatharaliyadda
2-1-34-280,280,_______ ___,___ _______,Aluthgama Pahala,393,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,34: __________/ _________/ Hatharaliyadda,34,__________,_________,Hatharaliyadda
2-1-34-285,285,_______ ___,____ _______,Aluthgama Ihala,394,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,34: __________/ _________/ Hatharaliyadda,34,__________,_________,Hatharaliyadda
2-1-36-005,005,______ ____,______ ____,Alagalla Watta,190,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-010,010,_________ ____,_________ ____,Kirimetiya Watta,186,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-015,015,___ ________,___ ________,Pahala Yatigammana,184,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-020,020,________,________,Yatigammana,183,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-025,025,______,______,Thismada,219,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-030,030,_________ ____,________ ______,Kotaligoda North,215,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-035,035,_____ ________,_____ ________,Udawela Nadithalawa,177,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-040,040,_____ ___________,_____ ___________,Udawela Pallemaditta,178,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-045,045,_________,____ _______,Wathurakumbura,157,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-050,050,______,______,Gurugama,158,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-055,055,_______ ____,________ ______,Dehianga North,159,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-060,060,__________,__________,Kobbekaduwa,141,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-065,065,___ __________,___ __________,Ihala Kobbekaduwa,142,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-070,070,_____ _____,____ ___,Pelawa Ihalagama,138,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-075,075,________,________,Yahalathenna,140,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-080,080,____  ___ ___,____ _____,Pelawa Ihala Meda,139,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-085,085,____ _____,____ ___,Pelawa Pahalagama,137,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-090,090,________ _____,________ ______,Gannoruwa West,135,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-095,095,______ ________,______ _______,Dehigama East,143,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-100,100,______ ____,______ ______,Dehigama South,145,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-105,105,______ ____,______ ______,Dehigama North,144,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-110,110,_______ ____,________ ______,Dehianga South,160,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-115,115,___ _______,___ _______,Pahala Dodamwala,156,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-120,120,_______  ___,___ _______,Ihala Dodamwala,155,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-125,125,_____ _____,_____ _____,Udawela Pahalagama,179,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-130,130,_________,__________,Munwathugoda,162,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-135,135,_________,_________,Walgampaya,211,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-140,140,______,______,Bathgoda,212,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-145,145,_____ ________,_____ _______,Doluwa East,213,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-150,150,_____ _____,_____ ______,Doluwa West,214,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-155,155,________ ____,________ ______,Kotaligoda South,216,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-160,160,___________,___________,Menikdiwela,217,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-165,165,___________,___________,Pottepitiya,185,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-170,170,___ _______,___ _______,Ihala Alagalla,189,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-175,175,________,______,Godigamuwa,187,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-180,180,_________,___________,Motana Dekinda,199,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-185,185,_________,_________,Gondeniya,188,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-190,190,________,________,Madiligama,195,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-195,195,_________,_________,Udarathmeewala,196,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-200,200,___ _______,___ _______,Pahala Rathmeewala,197,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-205,205,_________,_________,Deldeniya,218,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-210,210,____________,____________,Walgowwagoda,206,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-215,215,_______,_______,Kavudupana,207,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-220,220,_______,_______,Haliyadda,174,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-225,225,_______,_______,Danthure,161,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-230,230,_________,___________,Siyambalagoda,163,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-235,235,_________,_________,Parakatawella,181,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-240,240,__________,____________,Imbulmalgama,182,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-245,245,_________,_________,Diyapalagoda,147,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-250,250,______,_______,Mangalagama,146,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-255,255,_____ ____,_________,Karuwalawatta,128,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-260,260,________ ________,________ _____,Gannoruwa Central,136,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-265,265,_________ _____,_________ ______,Dehideniya West,154,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-270,270,________,________,Sooriyagoda,127,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-275,275,________,________,Malgammana,149,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-280,280,_______,_______,Moladanda,148,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-285,285,______,______,Giragama,180,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-290,290,______ ________,________ _______,Aranbegama East,164,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-295,295,______,______,Kudaoya,170,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-300,300,__________,____________,Kurunduwatta,169,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-305,305,_____ ____,______ ______,Kandangama North,208,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-310,310,________,________,Mamudawala,201,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-315,315,___________,___________,Maligathenna,203,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-320,320,________,__________,Ketakumbura,202,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-325,325,_________,________,Amunupura,191,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-330,330,________ ______,________ ______,Moragolla Mahakanda,200,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-335,335,___,___,Balana,198,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-340,340,__________,__________,Weralugolla,192,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-345,345,___ _________,___ _________,Pahala Mudaliwatta,194,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-350,350,_________,_________,Mudaliwatta,193,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-355,355,________,________,Panabokka,210,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-360,360,_____ ____,______ ______,Kandangama South,209,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-365,365,________,________,Kotabogoda,175,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-370,370,______,________,Urapola,168,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-375,375,______ _____,________ ______,Arambegama West,165,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-380,380,_________ ____,___________ ______,Embilmeegama North,166,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-385,385,____,____,Ranawana,150,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-390,390,_________,_________,Bulumulla,125,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-395,395,________,__________,Pilapitiya,126,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-400,400,____________ _________,______________ _______,Kiribathkumbura East,129,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-405,405,_________ ________,_________ _______,Dehideniya East,153,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-410,410,_________,_________,Kendakaduwa,134,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-415,415,________ ________,________ _______,Gannoruwa East,133,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-420,420,________/__,________ _______,Uda Eriyagama East,151,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-425,425,________ /_____,________ ______,Uda Eriyagama West],152,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-430,430,_______ ________,_______ _______,Edanduwawa East,131,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-435,435,_______ _____,_______ ______,Edanduwawa West,132,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-440,440,____________ _____,______________ ______,Kiribathkumbura West,130,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-445,445,_________ ____,___________ ______,Embilmeegama South,167,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-450,450,________,_________,Govindala,171,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-455,455,_________,_________,Pilimathalawa,172,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-460,460,_________,_________,Ilukwatta,173,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-465,465,_______,_________,Madarangoda,176,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-470,470,_______,_______,Kadawathgama,204,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-36-475,475,_________ ____,_________ _____,Kadugannawa Town,205,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,36: _______/ _________/ Yatinuwara,36,_______,_________,Yatinuwara
2-1-39-005,005,_____,______,Gangoda,1,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-010,010,_____ ____,______ ______,Gangoda North,3,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-015,015,__________,____________,Werellamana,5,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-020,020,______,______,Thalawaththa,4,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-025,025,______,_____,Boyagama,6,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-030,030,_____ ____,______ ______,Gangoda South,2,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-035,035,_________ ____,_________ ______,Gadaladeniya North,81,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-040,040,________ _______,________ _______,Kiriwavula East,89,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-045,045,________  _____,________ ______,Kiriwavula West,90,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-050,050,______,__________,Aladuwaka,122,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-055,055,___ __________,____ _____________,Pahala Kurukuttla,118,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-060,060,__________ ___,____ _____________,Kurukuttala Ihala,117,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-065,065,_______,________,Belungala,115,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-070,070,_____,_____,Lagamuwa,114,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
2-1-39-075,075,________,________,Mathgamuwa,119,2: ______/ ______/ Central,2,______,______,Central,1: ______/ _____/ Kandy,1,______,_____,Kandy,39: _______      */ _______/ Udunuwara,39,_______      *,_______,Udunuwara
